,date_time,city,state,country,shape,duration_seconds,latitude_deg,longitude_deg,date,time,year,zip_code
69199,7/4/11 22:00,Brazil,IN,US,oval,1800.0,39.5236111,-87.125,7/4/11,22:00,11,47834
69200,7/4/11 22:00,Bryant,AR,US,light,180.0,34.5958333,-92.4888889,7/4/11,22:00,11,72022
69201,7/4/11 22:00,Cincinnati,OH,US,teardrop,900.0,39.1619444,-84.4569444,7/4/11,22:00,11,45212
69202,7/4/11 22:00,Fort Smith,AR,US,fireball,180.0,35.3858333,-94.3983333,7/4/11,22:00,11,72904
69204,7/4/11 22:00,Greenwood,IN,US,fireball,1800.0,39.6136111,-86.1066667,7/4/11,22:00,11,46142
69205,7/4/11 22:00,Huntsville,AL,US,circle,4500.0,34.7302778,-86.5861111,7/4/11,22:00,11,35801
69206,7/4/11 22:00,Louisville,KY,US,circle,60.0,38.2541667,-85.7594444,7/4/11,22:00,11,40202
69207,7/4/11 22:00,Middletown,CT,US,circle,420.0,41.5622222,-72.6511111,7/4/11,22:00,11,06457
69208,7/4/11 22:00,Muncie,IN,US,light,180.0,40.1933333,-85.3863889,7/4/11,22:00,11,47305
69209,7/4/11 22:00,Muncie,IN,US,light,240.0,40.1933333,-85.3863889,7/4/11,22:00,11,47305
69210,7/4/11 22:00,Olmsted Falls,OH,US,light,70.0,41.375,-81.9083333,7/4/11,22:00,11,44138
69211,7/4/11 22:00,Omaha,NE,US,circle,600.0,41.2586111,-95.9375,7/4/11,22:00,11,68102
69212,7/4/11 22:00,Oostburg,WI,US,light,300.0,43.6227778,-87.7944444,7/4/11,22:00,11,53070
69213,7/4/11 22:00,Plymouth,MA,US,changing,60.0,41.9583333,-70.6677778,7/4/11,22:00,11,02360
69214,7/4/11 22:00,Portland,TN,US,circle,60.0,36.5816667,-86.5163889,7/4/11,22:00,11,37148
69215,7/4/11 22:00,Portland,TN,US,circle,60.0,36.5816667,-86.5163889,7/4/11,22:00,11,37148
69216,7/4/11 22:00,Underwood,MN,US,light,2700.0,46.2852778,-95.8705556,7/4/11,22:00,11,56586
69217,7/4/11 22:00,University Place,WA,US,sphere,300.0,47.2358333,-122.5491667,7/4/11,22:00,11,98466
69219,7/4/11 22:00,Warwick,RI,US,fireball,1200.0,41.7,-71.4166667,7/4/11,22:00,11,02889
69221,7/4/11 22:07,Smithton,PA,US,fireball,20.0,40.1538889,-79.7413889,7/4/11,22:07,11,15438
69222,7/4/11 22:10,Wheeling,WV,US,oval,300.0,40.0638889,-80.7211111,7/4/11,22:10,11,26003
69223,7/4/11 22:15,Billings,MT,US,light,3600.0,45.7833333,-108.5,7/4/11,22:15,11,59101
69224,7/4/11 22:15,Flint,MI,US,fireball,300.0,43.0125,-83.6875,7/4/11,22:15,11,48502
69225,7/4/11 22:15,Kelso,WA,US,oval,120.0,46.1469444,-122.9072222,7/4/11,22:15,11,98626
69226,7/4/11 22:15,Milford,MI,US,fireball,120.0,42.5936111,-83.5994444,7/4/11,22:15,11,48381
69227,7/4/11 22:15,Minot,ND,US,oval,60.0,48.2325,-101.2958333,7/4/11,22:15,11,58701
69228,7/4/11 22:25,Elk Grove,CA,US,circle,10.0,38.4088889,-121.3705556,7/4/11,22:25,11,95624
69229,7/4/11 22:25,Redding,CA,US,disk,4.0,40.5866667,-122.3905556,7/4/11,22:25,11,96001
69230,7/4/11 22:25,Sheboygan Falls,WI,US,light,60.0,43.7291667,-87.8105556,7/4/11,22:25,11,53085
69231,7/4/11 22:30,Apple Valley,MN,US,fireball,180.0,44.7319444,-93.2175,7/4/11,22:30,11,55124
69232,7/4/11 22:30,Detroit,MI,US,sphere,3600.0,42.3313889,-83.0458333,7/4/11,22:30,11,48226
69233,7/4/11 22:30,Everett,WA,US,oval,120.0,47.9791667,-122.2008333,7/4/11,22:30,11,98201
69234,7/4/11 22:30,Flint,MI,US,sphere,1200.0,43.0125,-83.6875,7/4/11,22:30,11,48502
69235,7/4/11 22:30,Forks,WA,US,fireball,180.0,47.9505556,-124.3841667,7/4/11,22:30,11,98331
69236,7/4/11 22:30,Phillipsburg,KS,US,sphere,180.0,39.7561111,-99.3236111,7/4/11,22:30,11,67661
69237,7/4/11 22:30,Sylvan Grove,KS,US,fireball,300.0,39.0094444,-98.3938889,7/4/11,22:30,11,67481
69238,7/4/11 22:30,Warrensburg,MO,US,fireball,600.0,38.7627778,-93.7358333,7/4/11,22:30,11,64093
69239,7/4/11 22:31,Ogallala,NE,US,sphere,300.0,41.1280556,-101.7191667,7/4/11,22:31,11,69153
69240,7/4/11 22:35,Newport,OR,US,light,300.0,44.6369444,-124.0522222,7/4/11,22:35,11,97365
69241,7/4/11 22:38,Saint Joseph,MO,US,disk,1200.0,39.7686111,-94.8463889,7/4/11,22:38,11,64501
69242,7/4/11 22:40,Bellingham,WA,US,light,60.0,48.7597222,-122.4869444,7/4/11,22:40,11,98225
69243,7/4/11 22:40,Kenosha,WI,US,circle,0.0,42.5847222,-87.8211111,7/4/11,22:40,11,53140
69244,7/4/11 22:40,Ogden,UT,US,light,600.0,41.2230556,-111.9730556,7/4/11,22:40,11,84401
69245,7/4/11 22:45,Elgin,IL,US,fireball,900.0,42.0372222,-88.2811111,7/4/11,22:45,11,60120
69246,7/4/11 22:45,Levittown,NY,US,formation,300.0,40.7258333,-73.5147222,7/4/11,22:45,11,11756
69248,7/4/11 22:45,Rochester,NY,US,circle,1800.0,43.1547222,-77.6158333,7/4/11,22:45,11,14614
69249,7/4/11 22:45,Star,ID,US,fireball,120.0,43.6922222,-116.4925,7/4/11,22:45,11,83669
69250,7/4/11 22:45,Wolf Point,MT,US,fireball,180.0,48.0905556,-105.64,7/4/11,22:45,11,59201
69251,7/4/11 22:46,Aurora,OH,US,sphere,0.0,41.3175,-81.3455556,7/4/11,22:46,11,44202
69252,7/4/11 22:48,Hillsboro,OR,US,light,480.0,45.5230556,-122.9886111,7/4/11,22:48,11,97123
69253,7/4/11 22:52,Harrisburg,PA,US,circle,180.0,40.2736111,-76.8847222,7/4/11,22:52,11,17102
69254,7/4/11 23:00,Arcata,CA,US,triangle,300.0,40.8666667,-124.0816667,7/4/11,23:00,11,95521
69255,7/4/11 23:00,Hebron,IN,US,formation,1800.0,41.3186111,-87.2002778,7/4/11,23:00,11,46341
69256,7/4/11 23:00,Longview,WA,US,oval,1800.0,46.1383333,-122.9369444,7/4/11,23:00,11,98632
69257,7/4/11 23:00,Middlesboro,KY,US,fireball,300.0,36.6083333,-83.7166667,7/4/11,23:00,11,40965
69258,7/4/11 23:00,St. Louis Park,MN,US,circle,240.0,44.9483333,-93.3477778,7/4/11,23:00,11,55416
69260,7/4/11 23:00,Warrensburg,MO,US,fireball,1200.0,38.7627778,-93.7358333,7/4/11,23:00,11,64093
69261,7/4/11 23:00,Washington,MI,US,changing,300.0,42.7244444,-83.0361111,7/4/11,23:00,11,48094
69262,7/4/11 23:00,Waterbury,CT,US,disk,300.0,41.5580556,-73.0519444,7/4/11,23:00,11,06702
69263,7/4/11 23:10,Bellingham,WA,US,sphere,180.0,48.7597222,-122.4869444,7/4/11,23:10,11,98225
69264,7/4/11 23:11,Waterbury,CT,US,formation,900.0,41.5580556,-73.0519444,7/4/11,23:11,11,06702
69265,7/4/11 23:15,Wolf Point,MT,US,disk,600.0,48.0905556,-105.64,7/4/11,23:15,11,59201
69266,7/4/11 23:30,Struthers,OH,US,circle,30.0,41.0525,-80.6080556,7/4/11,23:30,11,44471
69267,7/4/11 23:45,John Day,OR,US,flash,120.0,44.4161111,-118.9519444,7/4/11,23:45,11,97845
69268,7/4/11 23:45,San Pedro,CA,US,triangle,1200.0,33.7358333,-118.2913889,7/4/11,23:45,11,90731
69269,7/4/11 23:45,Verona,NY,US,light,600.0,43.1380556,-75.5711111,7/4/11,23:45,11,13478
69270,7/4/11 23:52,Van Wert,OH,US,fireball,180.0,40.8694444,-84.5841667,7/4/11,23:52,11,45891
69271,7/4/12 0:00,Bear,DE,US,fireball,120.0,39.6291667,-75.6586111,7/4/12,0:00,12,19701
69272,7/4/12 0:00,Hanover Park,IL,US,sphere,60.0,41.9994444,-88.145,7/4/12,0:00,12,60133
69273,7/4/12 0:10,Lacey,WA,US,disk,1800.0,47.0344444,-122.8219444,7/4/12,0:10,12,98503
69274,7/4/12 0:33,Derby,CT,US,fireball,180.0,41.3205556,-73.0894444,7/4/12,0:33,12,06418
69276,7/4/12 3:00,Springfield,OH,US,light,3600.0,39.9241667,-83.8088889,7/4/12,3:00,12,45502
69277,7/4/12 3:00,Winnemucca,NV,US,light,3600.0,40.9730556,-117.7347222,7/4/12,3:00,12,89445
69278,7/4/12 4:00,Spanaway,WA,US,changing,60.0,47.1041667,-122.4333333,7/4/12,4:00,12,98387
69279,7/4/12 5:00,Philadelphia,PA,US,other,120.0,39.9522222,-75.1641667,7/4/12,5:00,12,19102
69280,7/4/12 10:30,Corpus Christi,TX,US,other,1200.0,27.8002778,-97.3961111,7/4/12,10:30,12,78401
69281,7/4/12 14:30,Cleveland,OH,US,teardrop,120.0,41.4994444,-81.6955556,7/4/12,14:30,12,44113
69282,7/4/12 16:30,Ocean City,MD,US,cylinder,20.0,38.3363889,-75.0852778,7/4/12,16:30,12,21842
69283,7/4/12 16:55,Springfield,MO,US,fireball,900.0,37.2152778,-93.2980556,7/4/12,16:55,12,65802
69284,7/4/12 17:00,Goochland County,VA,US,cylinder,180.0,37.6841667,-77.8855556,7/4/12,17:00,12,23063
69285,7/4/12 18:00,Gaithersburg,MD,US,egg,480.0,39.1433333,-77.2016667,7/4/12,18:00,12,20877
69286,7/4/12 18:30,Roswell,GA,US,circle,180.0,34.0230556,-84.3616667,7/4/12,18:30,12,30075
69287,7/4/12 19:00,Kansas City,MO,US,sphere,60.0,39.0997222,-94.5783333,7/4/12,19:00,12,64106
69288,7/4/12 19:00,Kingman,AZ,US,other,1200.0,35.1894444,-114.0522222,7/4/12,19:00,12,86401
69289,7/4/12 19:30,Omaha,NE,US,fireball,120.0,41.2586111,-95.9375,7/4/12,19:30,12,68102
69291,7/4/12 20:15,Las Vegas,NV,US,circle,45.0,36.175,-115.1363889,7/4/12,20:15,12,89101
69292,7/4/12 20:30,New Rochelle,NY,US,disk,300.0,40.9113889,-73.7827778,7/4/12,20:30,12,10801
69293,7/4/12 20:30,Portage,ME,US,oval,600.0,46.7630556,-68.4763889,7/4/12,20:30,12,04768
69294,7/4/12 20:40,Durant,OK,US,sphere,2.0,33.9938889,-96.3705556,7/4/12,20:40,12,74701
69295,7/4/12 20:40,Indian Harbour Beach,FL,US,light,120.0,28.1486111,-80.5886111,7/4/12,20:40,12,32937
69296,7/4/12 20:45,West Covina,CA,US,fireball,1200.0,34.09,-117.8894444,7/4/12,20:45,12,91723
69297,7/4/12 21:00,Arlington Heights,IL,US,sphere,300.0,42.0883333,-87.9805556,7/4/12,21:00,12,60004
69298,7/4/12 21:00,Beaumont,CA,US,light,30.0,33.9294444,-116.9763889,7/4/12,21:00,12,92223
69300,7/4/12 21:00,Broken Arrow,OK,US,fireball,900.0,36.0525,-95.7905556,7/4/12,21:00,12,74012
69301,7/4/12 21:00,Checotah,OK,US,oval,7200.0,35.47,-95.5227778,7/4/12,21:00,12,74426
69303,7/4/12 21:00,Galveston,TX,US,triangle,300.0,29.3011111,-94.7975,7/4/12,21:00,12,77550
69304,7/4/12 21:00,Hoffman Estates,IL,US,light,3600.0,42.0427778,-88.0797222,7/4/12,21:00,12,60169
69305,7/4/12 21:00,North Haven,CT,US,circle,180.0,41.3908333,-72.86,7/4/12,21:00,12,06473
69306,7/4/12 21:00,Orchard Park,NY,US,fireball,120.0,42.7675,-78.7441667,7/4/12,21:00,12,14127
69308,7/4/12 21:00,Seattle,WA,US,light,1800.0,47.6063889,-122.3308333,7/4/12,21:00,12,98104
69309,7/4/12 21:00,Springfield,IL,US,circle,60.0,39.8016667,-89.6436111,7/4/12,21:00,12,62701
69310,7/4/12 21:00,Union Beach,NJ,US,fireball,120.0,40.4463889,-74.1786111,7/4/12,21:00,12,07735
69311,7/4/12 21:00,Westminster,CA,US,circle,300.0,33.7591667,-118.0058333,7/4/12,21:00,12,92683
69312,7/4/12 21:06,Washington,DC,US,sphere,5.5,38.895,-77.0366667,7/4/12,21:06,12,20502
69313,7/4/12 21:15,Bristol,PA,US,fireball,180.0,40.1005556,-74.8522222,7/4/12,21:15,12,19007
69314,7/4/12 21:15,Cedar Park,TX,US,circle,300.0,30.505,-97.82,7/4/12,21:15,12,78613
69315,7/4/12 21:15,Edwardsville,IL,US,light,60.0,38.8113889,-89.9530556,7/4/12,21:15,12,62025
69317,7/4/12 21:15,Springfield,OR,US,circle,120.0,44.0463889,-123.0208333,7/4/12,21:15,12,97477
69318,7/4/12 21:15,Spring Hill,FL,US,diamond,240.0,28.5555556,-82.4505556,7/4/12,21:15,12,34601
69319,7/4/12 21:15,Ventura,CA,US,light,900.0,34.2783333,-119.2922222,7/4/12,21:15,12,93001
69320,7/4/12 21:20,Chicago Heights,IL,US,cigar,1800.0,41.5061111,-87.6355556,7/4/12,21:20,12,60411
69321,7/4/12 21:20,Dallas,TX,US,fireball,300.0,32.7833333,-96.8,7/4/12,21:20,12,75201
69322,7/4/12 21:20,Dallas,TX,US,fireball,300.0,32.7833333,-96.8,7/4/12,21:20,12,75201
69323,7/4/12 21:30,Auburn,PA,US,fireball,240.0,40.5983333,-76.0936111,7/4/12,21:30,12,17922
69324,7/4/12 21:30,Barberton,OH,US,circle,60.0,41.0127778,-81.6052778,7/4/12,21:30,12,44203
69325,7/4/12 21:30,Broomfield,CO,US,fireball,120.0,39.9205556,-105.0861111,7/4/12,21:30,12,80020
69326,7/4/12 21:30,Chino Hills,CA,US,oval,10.0,33.8936111,-117.7263889,7/4/12,21:30,12,92887
69327,7/4/12 21:30,Coral Springs,FL,US,chevron,600.0,26.2708333,-80.2708333,7/4/12,21:30,12,33065
69328,7/4/12 21:30,Deltona,FL,US,fireball,1800.0,28.9002778,-81.2638889,7/4/12,21:30,12,32725
69329,7/4/12 21:30,Erie,PA,US,fireball,600.0,42.1291667,-80.0852778,7/4/12,21:30,12,16501
69330,7/4/12 21:30,Hubert,NC,US,light,60.0,34.7136111,-77.2455556,7/4/12,21:30,12,28539
69331,7/4/12 21:30,Mashpee,MA,US,fireball,120.0,41.6483333,-70.4816667,7/4/12,21:30,12,02649
69332,7/4/12 21:30,Meridian,ID,US,sphere,30.0,43.6122222,-116.3905556,7/4/12,21:30,12,83642
69333,7/4/12 21:30,Morgantown,WV,US,circle,180.0,39.6294444,-79.9561111,7/4/12,21:30,12,26505
69334,7/4/12 21:30,Muskogee,OK,US,circle,5400.0,35.7477778,-95.3694444,7/4/12,21:30,12,74401
69335,7/4/12 21:30,Newark,DE,US,fireball,120.0,39.6836111,-75.75,7/4/12,21:30,12,19711
69336,7/4/12 21:30,New Castle,PA,US,disk,1800.0,41.0036111,-80.3472222,7/4/12,21:30,12,16101
69338,7/4/12 21:30,Springfield,MO,US,fireball,1200.0,37.2152778,-93.2980556,7/4/12,21:30,12,65802
69341,7/4/12 21:32,Lenexa,KS,US,oval,7.0,38.9536111,-94.7333333,7/4/12,21:32,12,66215
69342,7/4/12 21:38,Sunrise,FL,US,light,20.0,26.1336111,-80.1133333,7/4/12,21:38,12,33304
69343,7/4/12 21:40,Seattle,WA,US,light,0.0,47.6063889,-122.3308333,7/4/12,21:40,12,98104
69344,7/4/12 21:40,Winter Haven,FL,US,circle,300.0,28.0219444,-81.7330556,7/4/12,21:40,12,33880
69345,7/4/12 21:44,Puyallup,WA,US,fireball,10800.0,47.1855556,-122.2916667,7/4/12,21:44,12,98372
69346,7/4/12 21:45,Choctaw,OK,US,light,120.0,35.4975,-97.2686111,7/4/12,21:45,12,73020
69347,7/4/12 21:45,Naperville,IL,US,fireball,240.0,41.7858333,-88.1472222,7/4/12,21:45,12,60563
69348,7/4/12 21:45,Portland,TX,US,circle,2.0,27.8769444,-97.3236111,7/4/12,21:45,12,78374
69349,7/4/12 21:45,Pottstown,PA,US,fireball,300.0,40.2452778,-75.65,7/4/12,21:45,12,19464
69350,7/4/12 21:45,Spanaway,WA,US,fireball,180.0,47.1041667,-122.4333333,7/4/12,21:45,12,98387
69351,7/4/12 21:45,Toppenish,WA,US,sphere,2100.0,46.3775,-120.3075,7/4/12,21:45,12,98948
69352,7/4/12 21:45,Tulsa,OK,US,sphere,240.0,36.1538889,-95.9925,7/4/12,21:45,12,74103
69353,7/4/12 21:50,Pottstown,PA,US,sphere,180.0,40.2452778,-75.65,7/4/12,21:50,12,19464
69354,7/4/12 21:50,Steinhatchee,FL,US,circle,240.0,29.6708333,-83.3877778,7/4/12,21:50,12,32348
69355,7/4/12 21:55,Steinhatchee,FL,US,circle,240.0,29.6708333,-83.3877778,7/4/12,21:55,12,32348
69356,7/4/12 22:00,Arlington,WA,US,light,7200.0,48.1988889,-122.1238889,7/4/12,22:00,12,98223
69357,7/4/12 22:00,Austintown,OH,US,other,2400.0,41.1016667,-80.7647222,7/4/12,22:00,12,44515
69358,7/4/12 22:00,Bothell,WA,US,circle,1800.0,47.7625,-122.2041667,7/4/12,22:00,12,98011
69359,7/4/12 22:00,Broken Arrow,OK,US,fireball,120.0,36.0525,-95.7905556,7/4/12,22:00,12,74012
69360,7/4/12 22:00,Buffalo,NY,US,fireball,3600.0,42.8863889,-78.8786111,7/4/12,22:00,12,14202
69361,7/4/12 22:00,Chicago,IL,US,oval,300.0,41.85,-87.65,7/4/12,22:00,12,60608
69362,7/4/12 22:00,Chicago,IL,US,oval,480.0,41.85,-87.65,7/4/12,22:00,12,60608
69363,7/4/12 22:00,Daytona Beach,FL,US,circle,1800.0,29.2105556,-81.0230556,7/4/12,22:00,12,32114
69364,7/4/12 22:00,Duluth,MN,US,circle,1800.0,46.7833333,-92.1063889,7/4/12,22:00,12,55802
69365,7/4/12 22:00,Elizabeth City,NC,US,disk,8.0,36.2944444,-76.2513889,7/4/12,22:00,12,27909
69366,7/4/12 22:00,Fayetteville,NC,US,sphere,90.0,35.0525,-78.8786111,7/4/12,22:00,12,28301
69367,7/4/12 22:00,Graham,WA,US,triangle,900.0,47.0530556,-122.2930556,7/4/12,22:00,12,98338
69368,7/4/12 22:00,Houston,TX,US,light,600.0,29.7630556,-95.3630556,7/4/12,22:00,12,77002
69369,7/4/12 22:00,Hyde,PA,US,light,3600.0,41.0025,-78.4627778,7/4/12,22:00,12,16843
69372,7/4/12 22:00,Mount Vernon,WA,US,formation,3600.0,48.4213889,-122.3327778,7/4/12,22:00,12,98273
69373,7/4/12 22:00,Painesville,OH,US,light,600.0,41.7244444,-81.2458333,7/4/12,22:00,12,44077
69374,7/4/12 22:00,Papillion,NE,US,circle,2700.0,41.1544444,-96.0419444,7/4/12,22:00,12,68046
69375,7/4/12 22:00,Puyallup,WA,US,light,0.0,47.1855556,-122.2916667,7/4/12,22:00,12,98372
69376,7/4/12 22:00,Puyallup,WA,US,triangle,0.0,47.1855556,-122.2916667,7/4/12,22:00,12,98372
69377,7/4/12 22:00,Renton,WA,US,fireball,1200.0,47.4830556,-122.2158333,7/4/12,22:00,12,98057
69378,7/4/12 22:00,Rogers,AR,US,oval,120.0,36.3319444,-94.1183333,7/4/12,22:00,12,72756
69379,7/4/12 22:00,Saint Helena,CA,US,flash,2400.0,38.5052778,-122.4691667,7/4/12,22:00,12,94574
69380,7/4/12 22:00,Sand Springs,OK,US,fireball,3600.0,36.1397222,-96.1086111,7/4/12,22:00,12,74063
69381,7/4/12 22:00,Seattle,WA,US,fireball,1800.0,47.6063889,-122.3308333,7/4/12,22:00,12,98104
69382,7/4/12 22:00,Seattle,WA,US,light,1200.0,47.6063889,-122.3308333,7/4/12,22:00,12,98104
69383,7/4/12 22:00,Tacoma,WA,US,fireball,3600.0,47.2530556,-122.4430556,7/4/12,22:00,12,98402
69384,7/4/12 22:00,Topeka,KS,US,circle,7200.0,39.0483333,-95.6777778,7/4/12,22:00,12,66612
69385,7/4/12 22:00,Tulsa,OK,US,fireball,180.0,36.1538889,-95.9925,7/4/12,22:00,12,74103
69386,7/4/12 22:00,Vandercook Lake,MI,US,fireball,420.0,42.1933333,-84.3911111,7/4/12,22:00,12,49203
69387,7/4/12 22:00,Warrenton,OR,US,diamond,180.0,46.1652778,-123.9225,7/4/12,22:00,12,97146
69388,7/4/12 22:00,Westport,CT,US,light,600.0,41.1413889,-73.3583333,7/4/12,22:00,12,06880
69389,7/4/12 22:10,Hutto,TX,US,light,30.0,30.5425,-97.5463889,7/4/12,22:10,12,78634
69390,7/4/12 22:10,Rochester,NY,US,circle,300.0,43.1547222,-77.6158333,7/4/12,22:10,12,14614
69392,7/4/12 22:10,Wilkeson,WA,US,fireball,120.0,47.1055556,-122.0444444,7/4/12,22:10,12,98323
69393,7/4/12 22:11,Louisville,KY,US,disk,30.0,38.2541667,-85.7594444,7/4/12,22:11,12,40202
69394,7/4/12 22:15,Duluth,MN,US,light,120.0,46.7833333,-92.1063889,7/4/12,22:15,12,55802
69395,7/4/12 22:15,Enumclaw,WA,US,circle,900.0,47.2044444,-121.9902778,7/4/12,22:15,12,98022
69396,7/4/12 22:15,Renton,WA,US,circle,600.0,47.4830556,-122.2158333,7/4/12,22:15,12,98057
69397,7/4/12 22:15,Yakima,WA,US,sphere,300.0,46.6022222,-120.5047222,7/4/12,22:15,12,98901
69398,7/4/12 22:19,Mount Pleasant,IN,US,light,90.0,38.1216667,-86.5177778,7/4/12,22:19,12,47520
69399,7/4/12 22:20,Beaver Falls,PA,US,fireball,45.0,40.7519444,-80.3194444,7/4/12,22:20,12,15010
69400,7/4/12 22:20,Maple Valley,WA,US,fireball,120.0,47.4066667,-122.0375,7/4/12,22:20,12,98038
69401,7/4/12 22:20,Pasadena,CA,US,disk,60.0,34.1477778,-118.1436111,7/4/12,22:20,12,91101
69402,7/4/12 22:20,Pasadena,CA,US,disk,60.0,34.1477778,-118.1436111,7/4/12,22:20,12,91101
69403,7/4/12 22:21,Redding,CA,US,fireball,0.0,40.5866667,-122.3905556,7/4/12,22:21,12,96001
69405,7/4/12 22:30,Annapolis,MD,US,triangle,360.0,38.9783333,-76.4925,7/4/12,22:30,12,21401
69406,7/4/12 22:30,Boise,ID,US,other,3600.0,43.6136111,-116.2025,7/4/12,22:30,12,83702
69407,7/4/12 22:30,Bozeman,MT,US,other,900.0,45.6797222,-111.0377778,7/4/12,22:30,12,59715
69408,7/4/12 22:30,Bremerton,WA,US,circle,1800.0,47.5675,-122.6313889,7/4/12,22:30,12,98337
69409,7/4/12 22:30,Bremerton,WA,US,oval,40.0,47.5675,-122.6313889,7/4/12,22:30,12,98337
69411,7/4/12 22:30,Deerfield Beach,FL,US,light,180.0,26.3180556,-80.1,7/4/12,22:30,12,33441
69412,7/4/12 22:30,Enid,OK,US,circle,1200.0,36.3955556,-97.8780556,7/4/12,22:30,12,73703
69413,7/4/12 22:30,Enumclaw,WA,US,circle,300.0,47.2044444,-121.9902778,7/4/12,22:30,12,98022
69414,7/4/12 22:30,Levittown,NY,US,sphere,600.0,40.7258333,-73.5147222,7/4/12,22:30,12,11756
69415,7/4/12 22:30,Longview,WA,US,other,300.0,46.1383333,-122.9369444,7/4/12,22:30,12,98632
69416,7/4/12 22:30,Louisville,KY,US,sphere,600.0,38.2541667,-85.7594444,7/4/12,22:30,12,40202
69417,7/4/12 22:30,Medical Lake,WA,US,fireball,300.0,47.5730556,-117.6811111,7/4/12,22:30,12,99022
69418,7/4/12 22:30,Moore,OK,US,circle,120.0,35.3394444,-97.4863889,7/4/12,22:30,12,73160
69419,7/4/12 22:30,Mossyrock,WA,US,circle,1800.0,46.5297222,-122.4838889,7/4/12,22:30,12,98532
69420,7/4/12 22:30,North Olympia,WA,US,oval,2700.0,47.1027778,-122.8813889,7/4/12,22:30,12,98506
69421,7/4/12 22:30,Ocean Park,WA,US,sphere,180.0,46.4916667,-124.0488889,7/4/12,22:30,12,98640
69422,7/4/12 22:30,Portage,ME,US,fireball,180.0,46.7630556,-68.4763889,7/4/12,22:30,12,04768
69423,7/4/12 22:30,Sarasota,FL,US,fireball,120.0,27.3361111,-82.5308333,7/4/12,22:30,12,34237
69425,7/4/12 22:30,Springfield,IL,US,fireball,120.0,39.8016667,-89.6436111,7/4/12,22:30,12,62701
69426,7/4/12 22:30,Warren,MI,US,light,120.0,42.4775,-83.0277778,7/4/12,22:30,12,48015
69427,7/4/12 22:31,Hillsville,VA,US,circle,120.0,36.7625,-80.735,7/4/12,22:31,12,24343
69428,7/4/12 22:33,Fort Collins,CO,US,egg,60.0,40.5852778,-105.0838889,7/4/12,22:33,12,80521
69429,7/4/12 22:33,Issaquah,WA,US,fireball,120.0,47.5302778,-122.0313889,7/4/12,22:33,12,98027
69430,7/4/12 22:35,Oklahoma City,OK,US,fireball,120.0,35.4675,-97.5161111,7/4/12,22:35,12,73102
69431,7/4/12 22:35,Seattle,WA,US,diamond,120.0,47.6063889,-122.3308333,7/4/12,22:35,12,98104
69432,7/4/12 22:45,Aurora,IL,US,fireball,120.0,41.7605556,-88.32,7/4/12,22:45,12,60506
69433,7/4/12 22:45,Lynnwood,WA,US,fireball,7200.0,47.8211111,-122.3138889,7/4/12,22:45,12,98036
69434,7/4/12 22:45,Plymouth,MN,US,fireball,1800.0,45.0105556,-93.4552778,7/4/12,22:45,12,55441
69435,7/4/12 22:45,Warrensburg,MO,US,sphere,120.0,38.7627778,-93.7358333,7/4/12,22:45,12,64093
69436,7/4/12 22:50,Allyn,WA,US,fireball,180.0,47.3858333,-122.8263889,7/4/12,22:50,12,98524
69437,7/4/12 22:50,Vancouver,WA,US,sphere,120.0,45.6388889,-122.6602778,7/4/12,22:50,12,98663
69439,7/4/12 23:00,Fox Island,WA,US,fireball,180.0,47.2516667,-122.6277778,7/4/12,23:00,12,98333
69440,7/4/12 23:00,Piedmont,SC,US,light,0.0,34.7022222,-82.4647222,7/4/12,23:00,12,29673
69442,7/4/12 23:00,Seattle,WA,US,sphere,300.0,47.6063889,-122.3308333,7/4/12,23:00,12,98104
69443,7/4/12 23:00,Shelton,WA,US,circle,60.0,47.2152778,-123.0994444,7/4/12,23:00,12,98584
69444,7/4/12 23:00,Springfield,OR,US,fireball,300.0,44.0463889,-123.0208333,7/4/12,23:00,12,97477
69445,7/4/12 23:00,Walkerton,IN,US,unknown,10800.0,41.4666667,-86.4830556,7/4/12,23:00,12,46574
69446,7/4/12 23:00,Warren,OH,US,other,900.0,41.2375,-80.8186111,7/4/12,23:00,12,44481
69447,7/4/12 23:00,White City,OR,US,sphere,300.0,42.4375,-122.8577778,7/4/12,23:00,12,97503
69448,7/4/12 23:05,Florissant,MO,US,fireball,120.0,38.7891667,-90.3225,7/4/12,23:05,12,63031
69449,7/4/12 23:05,Xenia,OH,US,fireball,0.0,39.6847222,-83.9297222,7/4/12,23:05,12,45385
69450,7/4/12 23:05,Xenia,OH,US,fireball,0.0,39.6847222,-83.9297222,7/4/12,23:05,12,45385
69452,7/4/12 23:10,Reading,PA,US,fireball,300.0,40.3355556,-75.9272222,7/4/12,23:10,12,19601
69453,7/4/12 23:13,Bothell,WA,US,fireball,360.0,47.7625,-122.2041667,7/4/12,23:13,12,98011
69454,7/4/12 23:23,Birmingham,AL,US,oval,540.0,33.5205556,-86.8025,7/4/12,23:23,12,35203
69455,7/4/12 23:30,Everett,WA,US,unknown,300.0,47.9791667,-122.2008333,7/4/12,23:30,12,98201
69456,7/4/12 23:30,Kissimmee,FL,US,unknown,180.0,28.2916667,-81.4077778,7/4/12,23:30,12,34741
69457,7/4/12 23:30,Lexington,KY,US,light,120.0,37.9886111,-84.4777778,7/4/12,23:30,12,40517
69458,7/4/12 23:30,New Port Richey,FL,US,unknown,900.0,28.2438889,-82.7194444,7/4/12,23:30,12,34652
